BvDEP ID number;Ticker;Account date;Total assets;Working capital;Enterprise value;Sales;Gross profit;P/L before tax;P/L after tax;Research & Development Expenses;EBITDA;Return on capital employed (%);Return on total assets (%)
DE8310012616;SLB;31/12/2017;20956112;1030874;35264291;13749597;9953792;1034475;712942;;3279656;6,45;4,94
DE8330220167;TGT;31/12/2017;23074000;9446000;16147983;41268000;14687000;-9871000;-9634000;;-4974000;-82,68;-42,78
DE8330220167;TGT;31/12/2017;66889000;2473000;16269983;13450000;9634000;-2805000;-2808000;;-1460000;-4,75;-4,19
DK15701315;SPG;31/12/2017;1515159000;354314000;3140673000;1884144000;607210000;175716000;132259000;0;274994000;20,68;11,6
DK15701315;SPG;31/12/2017;722060000;-732000;2993227000;8526000;8526000;26487000;28950000;0;-8982000;6,92;3,67
DK26791413;PEG;31/12/2017;86300000;73525000;;;;177000;177000;0;;2,83;0,21
DK58180912;FLS;31/12/2017;22364000000;3740000000;23508624374;18000000000;4597000000;796000000;417000000;0;1783000000;22,05;3,56
DK58180912;FLS;31/12/2017;10058000000;0;;;;704000000;694000000;0;473000000;26,5;7
ESA28027399;COL;31/12/2017;10507519000;12595000;6405484471;283287000;1219436000;1057292000;1080451000;;1139182000;11,14;10,06
ESA28027399;COL;31/12/2017;5210193000;-60142000;4700054471;100545000;100547000;35196000;32497000;;92493000;1,52;0,68
ESA28079226;AMP;31/12/2017;184256000;-557000;180734943;70207000;40603000;1066000;636000;;4073000;8,78;0,58
ESA28079226;AMP;31/12/2017;91278000;-603000;187895943;4409000;4527000;-2198000;-1941000;;1981000;-0,6;-2,41
ESA28294700;MTB;31/12/2017;124950000;70320000;80751003;4762000;4450000;903000;948000;;3995000;1,63;0,72
ESA28294700;MTB;31/12/2017;129246753;;81739921;118038;403642;8594130;9467331;;-1143446;8,79;6,65
ESA78267176;PHM;31/12/2017;187720000;23230000;628458236;179363000;138992000;-22860000;-26764000;;-10621000;-16,95;-12,18
ESA78267176;PHM;31/12/2017;326954000;25166000;630241236;88932000;84548000;-138736000;-136841000;;-107269000;-53,13;-42,43
ESA82826074;VTR;31/12/2017;4313697;51712;;;85;-15363;-15363;;;-0,21;-0,36
ESA98306228;SAI;31/12/2017;66838;30571;;319911;198311;57714;43286;;58142;;86,35
FR332036128;NRG;31/12/2017;769179000;78509000;523114747;402417000;321853000;28458000;19803000;0;52121000;4,74;3,7
FR332036128;NRG;31/12/2017;1151950000;5026000;662718747;25778000;;94432000;110881000;;;8,29;8,2
FR364800060;COV;31/12/2017;21732988000;154911000;15893858250;927410000;923736000;1463033000;1352581000;4102000;747957000;8,89;6,73
FR364800060;COV;31/12/2017;6832242000;5599000;8315254250;84416000;;427799000;426440000;;41708000;9,86;6,26
FR393430608;ARG;31/12/2017;1421513000;18295000;1366258921;75644000;;92365000;91660000;0;68702000;8,88;6,5
FR393430608;ARG;31/12/2017;731164147;19761130;719697930;92433740;;-917558;-1622126;;25269604;2,39;-0,13
FR399467927;COH;31/12/2017;23817000;5868000;11616774;13912000;14025000;589000;643000;0;2316000;4,71;2,47
FR399467927;COH;31/12/2017;24719000;5867000;10514774;13912000;;46000;786000;;2406000;0,47;0,19
FR422800029;VTR;31/12/2017;1281825000;6892000;1070316176;51258000;65496000;60642000;62408000;0;;5,74;4,73
FR422800029;VTR;31/12/2017;302882908;-718155;508199375;85544;;-1856544;-91359;;-3082712;-0,6;-0,61
FR536820269;FII;31/12/2017;1827319000;537755000;2465427305;1643356000;1250868000;146133000;106951000;27500000;259370000;11,45;8
FR536820269;FII;31/12/2017;866698000;666000;2295627305;9717000;;7139000;19913000;;1916000;3,28;0,82
FR552016628;ADP;31/12/2017;14276000000;252000000;19436255417;3617000000;2847000000;874000000;614000000;50000000;1639000000;8,54;6,12
FR552016628;ADP;31/12/2017;10733000000;291000000;16354255417;2820000000;;771000000;548000000;;1220000000;9,38;7,18
FR652014051;CA;31/12/2017;47813000000;8123000000;17798188420;77673000000;18144000000;533000000;-85000000;0;3647000000;4,06;1,12
FR652014051;CA;31/12/2017;30937000000;512000000;18065188420;0;;-4355000000;-4125000000;;-76000000;-15,41;-14,08
FR692030992;RF;31/12/2017;11566613000;422774000;7940104925;3440183000;2284532000;478061000;526799000;0;622047000;6,59;4,13
FR692030992;RF;31/12/2017;4461207000;-16691000;5099554925;0;;480189000;458545000;;403733000;16,7;10,76
FR712049618;EL;31/12/2017;10064000000;869000000;25902153471;9184000000;6503000000;1257000000;1042000000;60000000;1839000000;16,96;12,49
FR712049618;EL;31/12/2017;6082000000;45000000;;0;;-54000000;-35000000;;-20000000;-0,46;-0,89
FR955512611;POM;31/12/2017;5761447000;207212000;6410519874;6768477000;1315594000;515033000;430487000;66416000;917541000;17,73;8,94
FR955512611;POM;31/12/2017;2916946000;-8502000;6883480874;11841000;;81851000;99410000;;-9807000;;2,81
GB00395826;BBY;31/12/2017;4877000000;365000000;2132526688;;311000000;117000000;162000000;1000000;139000000;8,23;2,4
GB01393773;COST;31/12/2017;661100000;91200000;316230247;;87800000;38900000;32600000;;52200000;18,77;5,88
GB01757721;AET;31/12/2017;76654000;-2240000;;;-2577000;-6656000;;;-4892000;-11,94;-8,68
GB01884630;AEP;31/12/2017;415338000;3656000;222261703;;54775000;51539000;34250000;;62710000;13,59;12,41
GB02298163;SUN;31/12/2017;18539000;3014000;29100023;;3719000;542000;626000;590000;1985000;3,63;2,92
GB02990100;PEG;31/12/2017;12127000;3305000;10704169;;6015000;1205000;1237000;;1954000;21,85;9,94
GB03743194;EMR;31/12/2017;135500000;41100000;63617218;;69400000;8100000;4500000;;11400000;16,21;5,98
GB04241478;APH;31/12/2017;336475000;24933000;391152029;;58961000;28369000;28910000;169000;31617000;11,4;8,43
GB05467327;HUM;31/12/2017;188002000;-7800000;139105879;;;-3946000;;;-4859000;0,78;-2,1
GB06474216;SCG;31/12/2017;224792;-5139;;;;-8926;;;;-0,85;-3,97
GB07440171;TMO;31/12/2017;129809000;6478000;154264377;;24655000;-26345000;-26020000;;-19094000;-23,06;-20,3
GB08211361;COG;31/12/2017;4578000;956000;;;6108000;-284000;-278000;1129000;-207000;;-6,2
GB09127533;IGT;31/12/2017;11210773000;929891000;9510330910;;1335930000;-722471000;-700718000;;3839371000;-4,51;-6,44
GB09761509;STX;31/12/2017;44970000;-1626000;;;482000;-20994000;-19588000;4711000;-18514000;-50,81;-46,68
GB09800044;MRO;31/12/2017;3145800000;363300000;4691027689;;652800000;-27600000;-23900000;18700000;248900000;-0,23;-0,88
GB09909709;FTI;31/12/2017;20999926000;-641843000;7776076147;;;400606000;-32836000;;1108268000;3,94;1,91
IE462861;EQT;31/12/2017;26314359;-828912;48228833;;20200;-6003859;;;;-52,46;-45,63
IE512978;ETN;31/12/2017;29700732003;-2059925940;28519486520;;6011583692;2553657091;2308600055;;3602609720;15,37;8,6
IE529592;PRGO;31/12/2017;10435219579;1334822950;12624926840;;1776324054;251350526;107324252;;812021032;6,41;2,41
IT00154130207;CLF;31/12/2017;49198000;24210000;38093844;57176000;29600000;93000;-12000;;1840000;1,61;0,19
IT00154130207;CLF;31/12/2017;39944000;19210000;33805844;42055000;19560000;-242000;-232000;;916000;-0,2;-0,61
IT00183410653;NWL;31/12/2017;178275000;-629000;;246944000;107800000;4247000;2447000;;11591000;7,79;2,38
IT00607460201;SO;31/12/2017;1101519000;46831000;761210875;1672396000;794363000;53683000;30734000;;180230000;13,2;4,87
IT00607460201;SO;31/12/2017;612415000;-1668000;750520875;13780000;14036000;9135000;11535000;;-530000;5,07;1,49
IT01339010553;TER;31/12/2017;218318000;-3900000;123523376;57569000;44575000;-45752000;-39556000;;-2347000;-57,74;-20,96
IT01339010553;TER;31/12/2017;135238000;-2544000;101913376;30201000;12491000;-51539000;-42190000;;-15300000;-170,03;-38,11
IT01346970393;ITW;31/12/2017;34220000;-351000;19632919;746000;2505000;-1742000;-1783000;;-1702000;4,82;-5,09
IT01516720990;GIS;31/12/2017;3154534;579116;;2244100;-117597;58438;22624;;108454;21,95;1,85
IT02104510306;COP;31/12/2017;5545000;;;6780000;6780000;6780000;179000;;;;
IT03032420170;GE;31/12/2017;140520000;31834000;147846003;127463000;85653000;9092000;6864000;;18919000;11,83;6,47
IT03032420170;GE;31/12/2017;124763000;12087000;159466003;82479000;56698000;8559000;8448000;;14024000;11,28;6,86
IT03302810159;MON;31/12/2017;197267000;17802000;115648999;153492000;140833000;-5356000;-4809000;;13362000;-2,17;-2,72
IT03302810159;MON;31/12/2017;133489000;-1171000;75376999;966000;1115000;-1926000;-580000;;;0,23;-1,44
IT03998870962;DNR;31/12/2017;712685000;130252000;;372180000;284783000;31858000;23260000;;58652000;6,7;4,47
IT03998870962;DNR;31/12/2017;421244000;8249000;;53105000;48609000;12074000;12621000;;-826000;4,31;2,87
IT04923960159;AMP;31/12/2017;1465419000;31782000;3197369406;1265994000;1000662000;130347000;100478000;;212491000;17,46;8,9
IT04923960159;AMP;31/12/2017;947900000;7198000;3163080406;295353000;304899000;74133000;64722000;;72591000;16,56;7,82
IT05394801004;ACE;31/12/2017;7339056000;-132588000;5973608379;2669876000;1547371000;288196000;192203000;;792750000;7,28;3,93
IT05394801004;ACE;31/12/2017;4878374000;-92439000;5751115379;164403000;189315000;229809000;226579000;;-9084000;7,14;4,71
IT09768170152;TXT;31/12/2017;118285000;14065000;41151222;35851000;35611000;69265000;68555000;;3557000;66,23;58,56
IT09768170152;TXT;31/12/2017;114196000;11761000;40489222;27031000;26922000;76297000;75595000;;1727000;74,83;66,81
IT11666900151;IP;31/12/2017;1517674000;385487000;3128357014;1086547000;713982000;192150000;135723000;;248648000;17,59;12,66
IT11666900151;IP;31/12/2017;741613000;22156000;3165712014;100083000;74410000;86909000;80411000;;23476000;14,96;11,72
MK5168660;TEL;31/12/2017;18431735000;;;10221094000;8721441000;1815775000;1584851000;;4002196000;11,58;9,85
MTC51272;MPC;31/12/2017;67531798;4487349;64691520;3098942;3099256;6127122;4672955;;;;9,07
NL54606179;FAST;31/12/2017;33005409;;;530667;613464;-5016804;-5016804;;;;-15,2
NO919160675;VAR;31/12/2017;49025875000;1142156000;;15792446000;;4815118000;1340279000;;9867855000;11,45;9,82
NO933792854;MAS;31/12/2017;894262000;282109000;;460427000;;66970000;55899000;;130305000;9,44;7,49
NO982463718;TEL;31/12/2017;2,01765E+11;3825000000;2,52035E+11;1,24756E+11;;21960000000;15106000000;;48891000000;19,63;10,88
NO982463718;TEL;31/12/2017;1,42593E+11;5000000;2,59786E+11;800000000;;50075000000;48520000000;;-1334000000;48,24;35,12
NO990251657;LIFE;31/12/2017;1190000;-627000;;0;;-3431000;-3431000;;-3390000;;
PL002050380;GME;31/12/2017;118545000;-537000;226332797;104339000;38252000;-357000;687000;;;;-0,3
PL002050380;GME;31/12/2017;111750000;35000;227034797;93268000;30474000;1013000;106000;;;;0,91
PL010732630;BDX;31/12/2017;5997356000;447353000;3411449776;6369309000;870894000;580432000;464594000;;;;9,68
PL010732630;BDX;31/12/2017;4853282000;-698810000;3735507776;5824859000;732399000;547710000;449835000;;;;11,29
PL011325771;SUN;31/12/2017;7752000;1599000;4142000;10655000;;1216000;811000;;1659000;33,27;15,69
PL012693488;PEP;31/12/2017;2664264000;61006000;1257758079;2762378000;126069000;-67285000;-87702000;;;;-2,53
PL012693488;PEP;31/12/2017;1178877000;20614000;426338079;19184000;4336000;-79879000;-78866000;;;;-6,78
PL012774867;CCE;31/12/2017;141379000;141102000;;836000;;13332000;13332000;;;10,9;9,43
PL014947817;MCD;31/12/2017;5453000;2399000;2442596;3411000;;241000;170000;;333000;5,34;4,42
PL017433674;HRS;31/12/2017;394583000;31154000;164001850;128808000;;1010000;525000;;26769000;;0,26
PL017433674;HRS;31/12/2017;373777000;24352000;161263850;118237000;;8208000;7280000;;28640000;;2,2
PL021206219;APC;31/12/2017;15961000;-13000;;1320000;;-6321000;-8361000;;1413000;;-39,6
PL021806445;APA;31/12/2017;1599000;668000;8263000;4637000;;347000;285000;;474000;29,23;21,7
PL021806445;APA;31/12/2017;519000;36000;;92000;;-251000;-255000;;-253000;-49,51;-48,36
PL021870354;CMI;31/12/2017;3698000;1614000;;3667000;;260000;216000;;640000;18,25;7,03
PL072695687;MUR;31/12/2017;1568001000;659425000;;471164000;93583000;74641000;52494000;;;;4,76
PL072695687;MUR;31/12/2017;973590000;46013000;;35749000;161178000;121562000;122139000;;;;12,49
PL120532280;ALL;31/12/2017;127659000;45386000;223850962;101430000;30880000;9155000;9147000;;;;7,17
PL120532280;ALL;31/12/2017;116100000;34530000;224153962;96643000;29627000;8152000;8297000;;;;7,02
PL122515020;ANR;31/12/2017;75922000;43036000;;145257000;;-8851000;-8851000;;-6655000;-28,48;-11,66
PL140027660;OXY;31/12/2017;36000;;;30000;;-549000;-549000;;;;
PL140738830;ECL;31/12/2017;3421000;422000;531600;12707000;;-102000;-182000;;-74000;-3,58;-2,98
PL140777556;CRM;31/12/2017;174546000;19373000;116584611;77585000;35027000;-1901000;-2217000;;;;-1,09
PL140777556;CRM;31/12/2017;147724000;9079000;117750611;47027000;15928000;-11786000;-11786000;;;;-7,98
PL141312256;MMC;31/12/2017;4157000;1023000;;12578000;;-107000;-126000;;58000;-3,6;-2,57
PL142240369;NOV;31/12/2017;4045000;99000;;14000;;-2856000;-2856000;;-328000;;-70,61
PL142416650;HRL;31/12/2017;1730000;-75000;10204082;1244000;;1059000;1065000;;1062000;66,11;61,21
PL142844239;VAR;31/12/2017;6775000;676000;21604999;701000;;-1527000;-1527000;;-647000;-24,15;-22,54
PL142942858;IGT;31/12/2017;158244000;-152629000;;2653000;;-198000;-198000;;304000;;-0,13
PL180747966;PPG;31/12/2017;686000;482000;;;;-94000;-94000;;;;-13,7
PL190028940;COG;31/12/2017;950689000;207837000;501824335;1789280000;226362000;68053000;49905000;;;;7,16
PL190028940;COG;31/12/2017;454510000;-15135000;137361335;37419000;76681000;50311000;46121000;;;;11,07
PL200072720;MRK;31/12/2017;28719000;25932000;31132780;9536000;;-9889000;-9483000;;-7290000;-28,67;-34,43
PL221062100;BBT;31/12/2017;20891000;8947000;;20464000;13191000;10524000;8481000;;;;50,38
PL221062100;BBT;31/12/2017;21358000;8300000;;28184000;;10392000;8369000;;15793000;59,61;48,66
PL260637552;ICE;31/12/2017;4903000;876000;;243000;;-645000;-507000;;-617000;-17,2;-13,16
PL260637552;ICE;31/12/2017;4332000;897000;;243000;;-696000;-558000;;-674000;-19,08;-16,07
PL271936361;STX;31/12/2017;1438346000;-154293000;748947978;318831000;252596000;198392000;158780000;;;;13,79
PL271936361;STX;31/12/2017;419488000;9621000;701223978;3660000;-282000;73486000;73208000;;;;17,52
PL272129154;BMC;31/12/2017;158728000;36220000;23729326;62684000;2798000;-33808000;-31326000;;;;-21,3
PL272129154;BMC;31/12/2017;125242000;25287000;23816326;57175000;5125000;-43618000;-40580000;;;;-34,83
PL272670528;TXN;31/12/2017;6622000;708000;1906941;6853000;;-804000;-726000;;-559000;-13,5;-12,14
PL360098885;LUK;31/12/2017;1084000;167000;;3890000;;-133000;-192000;;-70000;;-12,27
PL368065431;ARG;31/12/2017;991000;281000;;235000;;-12000;-12000;;;;-2,91
PL472048449;LSI;31/12/2017;44092000;12753000;44309668;47568000;14715000;5853000;5039000;;;;13,28
PL472048449;LSI;31/12/2017;34172000;6484000;43780668;25232000;6128000;2584000;2428000;;;10,37;7,56
PL472333285;MON;31/12/2017;241876000;46648000;184590645;247441000;138647000;26964000;21728000;;;;11,15
PL472333285;MON;31/12/2017;217868000;28281000;211475645;245572000;136583000;7908000;6365000;;;;3,63
PL634635800;LEN;31/12/2017;111244000;67723000;114076229;137134000;42875000;13497000;10782000;;;14,63;12,13
PT502293225;CFN;31/12/2017;113389072;587942;95274713;76860404;81143003;6688968;5067102;;;;5,9
PT502293225;CFN;31/12/2017;149772943;-1087;96821956;;15086815;2224055;2818954;;4610360;3,95;1,49
PT505127261;MAR;31/12/2017;376100446;29470913;208986573;176871771;124594062;3042115;3773677;;;;0,81
PT505127261;MAR;31/12/2017;183532830;-91941;124777465;839186;1008295;15036346;16162256;;-4306976;12,15;8,19
PT507172086;ALTR;31/12/2017;1210088507;68639455;1450167348;656055160;420230989;118588540;96068168;;;;9,8
PT507172086;ALTR;31/12/2017;322616098;3522107;1141830633;5800000;66892130;55949878;56705382;;63435732;21,21;17,34
RO108;PPL;31/12/2017;81300526;10644086;39935514;41421864;;5573344;5360214;;1090227;7,87;6,86
RO1108834;RRD;31/12/2017;44307886;12195749;16499192;36311957;;-2283152;-2283152;;750729;-5,85;-5,15
RO13267221;EL;31/12/2017;4029200488;62019671;3783138343;481970387;;255167721;258163916;;-70504772;;6,33
RO13328043;TEL;31/12/2017;4509258320;239906809;1791095502;3015023896;;46874396;28267175;;440400969;1,96;1,04
RO67329;STZ;31/12/2017;64234823;7093137;25083248;26104964;;-5653629;-5595140;;-2898794;-10,24;-8,8
RO8422035;M;31/12/2017;457547048;14091217;825239102;379664698;;-1714888;-2520022;;38843323;1,77;-0,38
RU43439835;LIFE;31/12/2017;6566658000;-542171000;3630297048;;175637000;-59097000;-10131000;;;-1,16;-0,9
RU72986805;ROST;31/12/2017;4629170000;48310000;1265069400;;17480000;18201000;22823000;;;;0,39
SE5560009374;DE;31/12/2017;997349000;-9320000;;309453000;;71777000;58540000;;127651000;8,83;7,2
SE5560009374;DE;31/12/2017;266495000;-1981000;;35456000;;23985000;23834000;;354000;10,77;9
SE5562972504;CAG;31/12/2017;281278000;69170000;;390699000;;32997000;25398000;;43141000;;11,73
SE5562972504;CAG;31/12/2017;227694000;9726000;;70552000;;30774000;30714000;;109000;;13,52
SE5565766655;CI;31/12/2017;29560000;-1144000;116783255;1536000;;-18292000;-18292000;;-16882000;-71,11;-61,88
SE5565766655;CI;31/12/2017;29552000;-1144000;116856255;1536000;;-18260000;-18260000;;-17874000;-70,97;-61,79
SE5567608475;HUM;31/12/2017;3530000000;-2000000;;5000000;;-59000000;-77000000;;;-0,43;-1,67
SE5568494180;EQT;31/12/2017;1869462000;-5150000;;406915000;;726517000;714457000;;;44,56;38,86
